rank,original_index,feature_id,p_value,selected_top250,selected_mixed250
904,4280,X55715_at,0.0046467189331974,FALSE,FALSE
905,2035,M55905_at,0.00464795035071649,FALSE,FALSE
906,4503,X70649_at,0.00469417678857499,FALSE,FALSE
907,1119,J04611_at,0.00469791698130416,FALSE,FALSE
908,5560,D79206_s_at,0.00470081328978853,FALSE,FALSE
909,5336,M24283_at,0.0047172380595384,FALSE,FALSE
910,2632,U04520_at,0.00474887984618764,FALSE,FALSE
911,408,D38751_at,0.00475162810534416,FALSE,FALSE
912,1959,M33521_at,0.00477601813467978,FALSE,FALSE
913,2438,S45630_at,0.00478775147455616,FALSE,FALSE
914,324,D26600_at,0.00480975492412093,FALSE,FALSE
915,4539,X74331_at,0.00481527559052954,FALSE,FALSE
916,498,D50927_at,0.00483280145656189,FALSE,FALSE
917,1413,L23852_at,0.00484201545501532,FALSE,FALSE
918,2937,U24169_at,0.00484328376375913,FALSE,FALSE
919,976,HG4128-HT4398_at,0.00484965297098466,FALSE,FALSE
920,759,D88378_at,0.00485028959677512,FALSE,FALSE
921,1219,L06147_at,0.00485103519779775,FALSE,FALSE
922,241,D14710_at,0.00485577018212827,FALSE,FALSE
923,1047,J00073_at,0.0048573417831094,FALSE,FALSE
924,4684,X82494_at,0.00485990359401702,FALSE,FALSE
925,3430,U57592_at,0.00486628683338616,FALSE,FALSE
926,3451,U58681_at,0.00489101496158543,FALSE,FALSE
927,4288,X56253_rna1_at,0.00491201031017286,FALSE,FALSE
928,6242,M24485_s_at,0.00492169327398416,FALSE,FALSE
929,644,D85418_at,0.00493367911529838,FALSE,FALSE
930,927,HG3517-HT3711_at,0.00494103809563302,FALSE,FALSE
931,3497,U61232_at,0.00495439332745649,FALSE,FALSE
932,4621,X79067_at,0.00498307117180738,FALSE,FALSE
933,3622,U68723_at,0.0049961864002844,FALSE,FALSE
934,2641,U05237_at,0.00503337690377729,FALSE,FALSE
935,6422,S69272_s_at,0.00505214441743381,FALSE,FALSE
936,3029,U31248_at,0.00505341061784645,FALSE,FALSE
937,2947,U25165_at,0.00507723726840086,FALSE,FALSE
938,700,D87120_at,0.00508615834595608,FALSE,FALSE
939,4431,X66358_at,0.0051350409551157,FALSE,FALSE
940,6946,Z80781_at,0.00514780209806857,FALSE,FALSE
941,6284,M33684_s_at,0.00514836716041447,FALSE,FALSE
942,1481,L33881_at,0.00516039088916604,FALSE,FALSE
943,248,D14874_at,0.0051643735872478,FALSE,FALSE
944,4200,X17254_at,0.00519043975385973,FALSE,FALSE
945,4264,X54637_at,0.00520807514119761,FALSE,FALSE
946,951,HG3945-HT4215_at,0.00523612109301541,FALSE,FALSE
947,3208,U43292_at,0.00526417132195149,FALSE,FALSE
948,6110,L35249_s_at,0.00533288261574004,FALSE,FALSE
949,6224,M26311_s_at,0.00535268870914755,FALSE,FALSE
950,3292,U48936_at,0.00540026065836708,FALSE,FALSE
951,1231,L07515_at,0.0054087672375992,FALSE,FALSE
952,1257,L09260_at,0.00541187709563943,FALSE,FALSE
953,2030,M55542_at,0.00541643832639312,FALSE,FALSE
954,6606,X00437_s_at,0.00541960540163541,FALSE,FALSE
955,2286,M84332_at,0.00542683165902856,FALSE,FALSE
956,6212,X54667_s_at,0.00544930833683893,FALSE,FALSE
957,6986,U09587_at,0.00548908883049773,FALSE,FALSE
958,477,D50683_at,0.00549622200630707,FALSE,FALSE
959,4991,Y09615_at,0.0055150844785659,FALSE,FALSE
960,3774,U79275_at,0.00551586807929105,FALSE,FALSE
961,250,D14889_at,0.00552231027520653,FALSE,FALSE
962,6939,Z30643_at,0.00552547337459419,FALSE,FALSE
963,3140,U38896_at,0.00558654641212339,FALSE,FALSE
964,2830,U16306_at,0.00561278661397866,FALSE,FALSE
965,2154,M64572_at,0.00562603165836604,FALSE,FALSE
966,3621,U68566_at,0.00563195410301965,FALSE,FALSE
967,1820,M22489_at,0.00565916360734945,FALSE,FALSE
968,398,D38524_at,0.0056979615811374,FALSE,FALSE
969,2669,U07550_at,0.00569966173655028,FALSE,FALSE
970,709,D87436_at,0.00570236171591876,FALSE,FALSE
971,559,D78275_at,0.00571225892428002,FALSE,FALSE
972,361,D31764_at,0.00572515235805346,FALSE,FALSE
973,6308,M57731_s_at,0.00574956346300202,FALSE,FALSE
974,1465,L31881_at,0.00577091220294402,FALSE,FALSE
975,1507,L36069_at,0.00577553892356254,FALSE,FALSE
976,5049,Z11502_at,0.00583037145963296,FALSE,FALSE
977,5614,X68688_rna1_s_at,0.00583912264767431,FALSE,FALSE
978,4590,X77366_at,0.0058663966935933,FALSE,FALSE
979,3059,U33053_at,0.00589395278012154,FALSE,FALSE
980,6265,U20734_s_at,0.00589563823713019,FALSE,FALSE
981,1376,L19779_at,0.0059231396539751,FALSE,FALSE
982,5260,D50405_at,0.00594510107434142,FALSE,FALSE
983,6571,U47686_s_at,0.00596993342338551,FALSE,FALSE
984,1363,L19161_at,0.00599075908281149,FALSE,FALSE
985,898,HG3231-HT3408_at,0.00599201390506557,FALSE,FALSE
986,2032,M55593_at,0.00599785045478237,FALSE,FALSE
987,2237,M77698_at,0.0060015704919856,FALSE,FALSE
988,4820,X93920_at,0.00600541608500889,FALSE,FALSE
989,3461,U59309_at,0.00602377909278518,FALSE,FALSE
990,3537,U63825_at,0.00604599717275508,FALSE,FALSE
991,3365,U52112_rna5_at,0.00604893291769372,FALSE,FALSE
992,4825,X94453_at,0.00607235434734504,FALSE,FALSE
993,6945,Z80779_at,0.00609447266784548,FALSE,FALSE
994,5399,U26424_at,0.00610879453169326,FALSE,FALSE
995,2606,U03057_at,0.00619208933418606,FALSE,FALSE
996,4844,X95648_at,0.00621796523369834,FALSE,FALSE
997,5033,Y11710_rna1_at,0.00625983866609948,FALSE,FALSE
998,196,D13370_at,0.00626028885638669,FALSE,FALSE
999,3926,U90313_at,0.00628628591776784,FALSE,FALSE
1000,2547,S82472_at,0.00629431851767421,FALSE,FALSE
1001,6657,X12530_s_at,0.00632420131227697,FALSE,FALSE
1002,1513,L36645_at,0.00633612529934263,FALSE,FALSE
1003,5932,M87789_s_at,0.00633849635305085,FALSE,FALSE
1004,1802,M21186_at,0.00635816308830314,FALSE,FALSE
1005,2788,U14417_at,0.00635817809019405,FALSE,FALSE
1006,5433,U74324_at,0.00639355440686553,FALSE,FALSE
1007,1447,L27943_at,0.0064579524909305,FALSE,FALSE
1008,4549,X75042_at,0.00649134741454151,FALSE,FALSE
1009,1176,K03515_at,0.00650519745681244,FALSE,FALSE
1010,2378,M94167_at,0.00654145074040283,FALSE,FALSE
1011,6243,M24486_s_at,0.00654760847563334,FALSE,FALSE
1012,1899,M29204_at,0.00662357718710772,FALSE,FALSE
1013,6613,Z48501_s_at,0.00662771761844375,FALSE,FALSE
1014,4147,X14448_at,0.00664466867008856,FALSE,FALSE
1015,6334,M60784_s_at,0.00664490381322837,FALSE,FALSE
1016,1441,L27476_at,0.00666590536352278,FALSE,FALSE
1017,5255,D38081_at,0.0066822023510611,FALSE,FALSE
1018,603,D82345_at,0.00669484488552345,FALSE,FALSE
1019,5469,X63717_at,0.00669777563869587,FALSE,FALSE
1020,6596,U67122_s_at,0.0067016569621627,FALSE,FALSE
1021,5775,HG2639-HT2735_s_at,0.00677040201914621,FALSE,FALSE
1022,3439,U58034_at,0.00679845169125944,FALSE,FALSE
1023,4628,X79483_at,0.00681668205195588,FALSE,FALSE
1024,4597,X77748_at,0.00687263880832365,FALSE,FALSE
1025,3790,U79298_at,0.00688166328301692,FALSE,FALSE
1026,2349,M91438_at,0.00694300930694703,FALSE,FALSE
1027,4384,X63359_at,0.00697510322365371,FALSE,FALSE
1028,4011,V01510_rna1_at,0.00699169254899934,FALSE,FALSE
1029,5668,S78271_s_at,0.00700729710469543,FALSE,FALSE
1030,5241,D10040_at,0.00701115134829777,FALSE,FALSE
1031,4049,X03663_at,0.00701369695826492,FALSE,FALSE
1032,4520,X72841_at,0.00706073536820213,FALSE,FALSE
1033,1451,L28957_at,0.00711054291405407,FALSE,FALSE
1034,6811,D38024_at,0.00712668735746843,FALSE,FALSE
1035,5088,Z23090_at,0.00712825910575269,FALSE,FALSE
1036,2543,S82185_at,0.00713956565519383,FALSE,FALSE
1037,456,D49677_at,0.00713989271242831,FALSE,FALSE
1038,1063,J02906_at,0.00717343970747887,FALSE,FALSE
1039,4262,X54326_at,0.00717404268175995,FALSE,FALSE
1040,1258,L09604_at,0.00719191771870263,FALSE,FALSE
1041,4289,X56411_rna1_at,0.00719315270694432,FALSE,FALSE
1042,2309,M86752_at,0.00719963046757099,FALSE,FALSE
1043,5052,Z11697_at,0.00724189331087786,FALSE,FALSE
1044,3508,U62317_rna3_at,0.00724645394392656,FALSE,FALSE
1045,5922,HG998-HT998_s_at,0.00726426853723549,FALSE,FALSE
1046,5020,Y10659_at,0.00726900162599021,FALSE,FALSE
1047,360,D31763_at,0.00730196978823491,FALSE,FALSE
1048,1133,J04990_at,0.00730333175846223,FALSE,FALSE
1049,4792,X91257_at,0.00730880730958357,FALSE,FALSE
1050,4398,X63692_at,0.00731323077568221,FALSE,FALSE
1051,2959,U26032_at,0.00737238112108864,FALSE,FALSE
1052,6271,M33493_s_at,0.00737335129389147,FALSE,FALSE
1053,5884,U09937_rna1_s_at,0.00737466475082205,FALSE,FALSE
1054,1793,M20681_at,0.0073809197331171,FALSE,FALSE
1055,3522,U62966_at,0.00739033021506769,FALSE,FALSE
1056,2524,S79854_at,0.00740546249598652,FALSE,FALSE
1057,1044,HG960-HT960_at,0.00742729192649768,FALSE,FALSE
1058,1109,J04164_at,0.00743212606926101,FALSE,FALSE
1059,1048,J00123_at,0.00745285568664027,FALSE,FALSE
1060,2458,S67156_at,0.00751087924756673,FALSE,FALSE
1061,3217,U43586_at,0.00752029185935199,FALSE,FALSE
1062,3338,U51004_at,0.00752189179403334,FALSE,FALSE
1063,3482,U60319_at,0.00756397247245717,FALSE,FALSE
1064,2367,M93283_at,0.00759719168416534,FALSE,FALSE
1065,3576,U66469_at,0.00764548659389035,FALSE,FALSE
1066,6712,X90846_s_at,0.00766565303075139,FALSE,FALSE
1067,5534,D00003_at,0.00767868972622619,FALSE,FALSE
1068,1509,L36463_at,0.00768329553068606,FALSE,FALSE
1069,2908,U20980_at,0.00775741890767521,FALSE,FALSE
1070,3072,U33839_at,0.00776545164728768,FALSE,FALSE
1071,5442,X02160_at,0.00776598306169033,FALSE,FALSE
1072,2056,M58603_at,0.00777122680897613,FALSE,FALSE
1073,5837,M97016_s_at,0.00781124792941648,FALSE,FALSE
1074,418,D42054_at,0.007818116857538,FALSE,FALSE
1075,6665,X15729_s_at,0.00786647422041898,FALSE,FALSE
1076,5135,Z36531_at,0.0078713733983048,FALSE,FALSE
1077,3878,U85943_at,0.0079075036681839,FALSE,FALSE
1078,202,D13630_at,0.00795025082287834,FALSE,FALSE
1079,1198,L03785_at,0.00798900235920641,FALSE,FALSE
1080,3572,U66359_at,0.0080425739226382,FALSE,FALSE
1081,2554,S83366_cds1_at,0.00804601143559049,FALSE,FALSE
1082,4750,X87241_at,0.00807014693576011,FALSE,FALSE
1083,592,D80008_at,0.0080764747216651,FALSE,FALSE
1084,533,D63875_at,0.00812619602692553,FALSE,FALSE
1085,4488,X69699_at,0.00814235502444158,FALSE,FALSE
1086,6645,U90552_s_at,0.00815909592723814,FALSE,FALSE
1087,3710,U77396_at,0.00817148982642745,FALSE,FALSE
1088,2211,M74524_at,0.00824211844257811,FALSE,FALSE
1089,3295,U49070_at,0.00824532563402112,FALSE,FALSE
1090,2968,U26727_at,0.00824889466559371,FALSE,FALSE
1091,6514,U26173_s_at,0.00825275910070039,FALSE,FALSE
1092,4666,X81788_at,0.00830538599837045,FALSE,FALSE
1093,1234,L07548_at,0.00832943955836675,FALSE,FALSE
1094,5658,D63861_s_at,0.00836464383670452,FALSE,FALSE
1095,5651,D50477_s_at,0.00837197929357217,FALSE,FALSE
1096,2098,M61199_at,0.00838254549701853,FALSE,FALSE
1097,2600,U02609_at,0.00838506510123027,FALSE,FALSE
1098,1504,L35854_at,0.00841661995137982,FALSE,FALSE
1099,6732,X89399_s_at,0.00842380195113884,FALSE,FALSE
1100,1019,HG4747-HT5195_at,0.00843641038785081,FALSE,FALSE
1101,3182,U41515_at,0.0084517353157571,FALSE,FALSE
1102,6107,U80226_s_at,0.00845386622547486,FALSE,FALSE
1103,3383,U53003_at,0.00845659905698552,FALSE,FALSE
1104,6228,M26692_s_at,0.00845845412197149,FALSE,FALSE
1105,1624,L43366_at,0.0084942218257881,FALSE,FALSE
1106,1450,L28821_at,0.00861123071171862,FALSE,FALSE
1107,3643,U70735_at,0.00861886199569822,FALSE,FALSE
1108,2306,M86699_at,0.00864886082289776,FALSE,FALSE
1109,5166,Z48804_at,0.00864999062516505,FALSE,FALSE
1110,5554,D11327_s_at,0.00868610833293839,FALSE,FALSE
1111,4085,X06272_at,0.00869133216037616,FALSE,FALSE
1112,5344,M55683_at,0.00869444199057073,FALSE,FALSE
1113,2031,M55543_at,0.00869448651187692,FALSE,FALSE
1114,5404,U33841_at,0.00871794394508771,FALSE,FALSE
1115,3766,U79265_at,0.00872011209276785,FALSE,FALSE
1116,3307,U49395_at,0.00873579019494826,FALSE,FALSE
1117,4272,X54941_at,0.00876650822886468,FALSE,FALSE
1118,5786,HG274-HT274_s_at,0.00878486319915923,FALSE,FALSE
1119,3857,U83461_at,0.00879052806426411,FALSE,FALSE
1120,975,HG4126-HT4396_at,0.00879647356863795,FALSE,FALSE
1121,253,D15057_at,0.00881691567574781,FALSE,FALSE
1122,4547,X74819_at,0.00884185908443897,FALSE,FALSE
1123,1335,L14922_at,0.00884646239374332,FALSE,FALSE
1124,772,D89289_at,0.00885518752190595,FALSE,FALSE
1125,4639,X80026_at,0.00886192031315225,FALSE,FALSE
1126,3815,U81001_at,0.008881377309811,FALSE,FALSE
1127,1429,L25851_at,0.00889185223633733,FALSE,FALSE
1128,4949,Y07595_at,0.00892553036566903,FALSE,FALSE
1129,255,D16217_at,0.00892726808485256,FALSE,FALSE
1130,6966,L37112_at,0.00893015817602555,FALSE,FALSE
1131,3123,U37518_at,0.00900554168958069,FALSE,FALSE
1132,5890,HG4535-HT4940_s_at,0.00900705085448727,FALSE,FALSE
1133,40,AFFX-HUMRGE/M10098_M_at,0.00903376104375336,FALSE,FALSE
1134,3922,U89995_at,0.00904551200981346,FALSE,FALSE
1135,6846,M12125_at,0.00904875508186382,FALSE,FALSE
1136,52,AFFX-M27830_M_at,0.00907058126805767,FALSE,FALSE
1137,2579,U01120_at,0.00909191857455192,FALSE,FALSE
1138,5989,M61827_rna1_s_at,0.00909246102270728,FALSE,FALSE
1139,3162,U40343_at,0.00910936354366938,FALSE,FALSE
1140,3740,U78628_at,0.00912037284702918,FALSE,FALSE
1141,147,AF009301_at,0.00913702149805831,FALSE,FALSE
1142,1996,M37104_at,0.00914064471818719,FALSE,FALSE
1143,5428,U61981_at,0.00919957309662699,FALSE,FALSE
1144,5111,Z29090_at,0.00922173125654467,FALSE,FALSE
1145,3129,U37690_at,0.00922770245605475,FALSE,FALSE
1146,4486,X69550_at,0.00922978080298279,FALSE,FALSE
1147,215,D13748_at,0.00928739882925742,FALSE,FALSE
1148,5022,Y10871_at,0.00928824730083782,FALSE,FALSE
1149,3302,U49250_at,0.00930872909445385,FALSE,FALSE
1150,1230,L07493_at,0.00933662882462334,FALSE,FALSE
1151,5732,U24183_s_at,0.00934301403462491,FALSE,FALSE
1152,2978,U27831_at,0.00936313673917195,FALSE,FALSE
1153,1434,L26336_at,0.00944629159804154,FALSE,FALSE
1154,4775,X90763_at,0.00947150452854226,FALSE,FALSE
1155,2889,U19977_at,0.00948756550104151,FALSE,FALSE
1156,3692,U73960_at,0.00948886911676158,FALSE,FALSE
1157,3652,U71300_at,0.00949031737276456,FALSE,FALSE
1158,919,HG3454-HT3647_at,0.00949428616965827,FALSE,FALSE
1159,4922,X99728_at,0.00951400837427022,FALSE,FALSE
1160,6749,HG3565-HT3768_at,0.00955921759868949,FALSE,FALSE
1161,4558,X75593_at,0.00956656347299533,FALSE,FALSE
1162,2944,U25041_at,0.00962337610510651,FALSE,FALSE
1163,3849,U82970_at,0.00965241914878097,FALSE,FALSE
1164,565,D78514_at,0.00966252405024289,FALSE,FALSE
1165,3546,U64871_at,0.0096721823129208,FALSE,FALSE
1166,1732,M15182_at,0.00970827610534136,FALSE,FALSE
1167,4965,Y08200_at,0.00978425023198604,FALSE,FALSE
1168,370,D31884_at,0.0098198121101554,FALSE,FALSE
1169,6696,X76223_s_at,0.00986191571459792,FALSE,FALSE
1170,6591,X60787_s_at,0.00986436752497659,FALSE,FALSE
1171,1256,L09235_at,0.00988230914252982,FALSE,FALSE
1172,4063,X04434_at,0.00991629019284004,FALSE,FALSE
1173,4297,X56741_at,0.00993350178840394,FALSE,FALSE
1174,3471,U59914_at,0.00995336102841247,FALSE,FALSE
1175,893,HG315-HT315_at,0.00996279983191969,FALSE,FALSE
1176,1062,J02902_at,0.00996857066502003,FALSE,FALSE
1177,4192,X16832_at,0.00997879494582392,FALSE,FALSE
1178,181,D11086_at,0.00999612599332769,FALSE,FALSE
1179,2128,M63379_at,0.0101180145835807,FALSE,FALSE
1180,6080,S75213_s_at,0.0101547292525458,FALSE,FALSE
1181,6787,HG3141-HT3317_f_at,0.010157590822105,FALSE,FALSE
1182,4149,X14787_at,0.0101665968401029,FALSE,FALSE
1183,3356,U51711_at,0.0101687138645874,FALSE,FALSE
1184,236,D14678_at,0.0101762937352202,FALSE,FALSE
1185,799,HG1155-HT4822_at,0.0102665649429094,FALSE,FALSE
1186,1113,J04456_at,0.0102790247630951,FALSE,FALSE
1187,1129,J04970_at,0.0102915196002007,FALSE,FALSE
1188,2784,U14193_at,0.010302217563266,FALSE,FALSE
1189,6305,X13810_s_at,0.0103035163054636,FALSE,FALSE
1190,4616,X78925_at,0.0103430314234863,FALSE,FALSE
1191,3228,U44111_at,0.0103459095204873,FALSE,FALSE
1192,6345,M63438_s_at,0.0103493964827605,FALSE,FALSE
1193,2268,M82809_at,0.0103549823277985,FALSE,FALSE
1194,7052,K03189_f_at,0.0103692767242894,FALSE,FALSE
1195,3837,U82313_at,0.0104059388022785,FALSE,FALSE
1196,4430,X66171_at,0.0104181956225605,FALSE,FALSE
1197,2903,U20657_at,0.010475284215118,FALSE,FALSE
1198,344,D29677_at,0.0104798734422519,FALSE,FALSE
1199,1556,L39060_at,0.0104828279765302,FALSE,FALSE
1200,312,D26308_at,0.0104941906285544,FALSE,FALSE
1201,6340,M62403_s_at,0.0104991384663038,FALSE,FALSE
1202,5506,Z74615_at,0.0105954116782514,FALSE,FALSE
1203,5151,Z48042_at,0.01065455252945,FALSE,FALSE
1204,5553,L09230_s_at,0.0106683278918693,FALSE,FALSE
1205,6140,L47276_s_at,0.010679803728061,FALSE,FALSE
1206,4725,X85545_at,0.0106803627654492,FALSE,FALSE
1207,6247,M54915_s_at,0.0106946593044254,FALSE,FALSE
1208,733,D87463_at,0.0107105260433555,FALSE,FALSE
1209,5831,HG3242-HT4231_s_at,0.0107281726064437,FALSE,FALSE
1210,3048,U32519_at,0.0107291314344322,FALSE,FALSE
1211,6166,X83705_s_at,0.0107695173956179,FALSE,FALSE
1212,989,HG4258-HT4528_at,0.0108352342761678,FALSE,FALSE
1213,4242,X52851_rna1_at,0.0109046373250298,FALSE,FALSE
1214,625,D83781_at,0.0109166069750819,FALSE,FALSE
1215,1956,M33374_at,0.0109224059300133,FALSE,FALSE
1216,144,AF007875_at,0.0109445401378127,FALSE,FALSE
1217,6377,X62534_s_at,0.0109671987129364,FALSE,FALSE
1218,5921,HG982-HT982_s_at,0.0109875101390249,FALSE,FALSE
1219,6985,U04241_at,0.0110151595957879,FALSE,FALSE
1220,5810,HG2981-HT3125_s_at,0.0110560823670283,FALSE,FALSE
1221,6828,HG491-HT491_at,0.0111117237303239,FALSE,FALSE
1222,6221,M20642_s_at,0.0111222172154048,FALSE,FALSE
1223,407,D38583_at,0.01113656958801,FALSE,FALSE
1224,2397,M95767_at,0.0111512614253011,FALSE,FALSE
1225,4160,X15217_at,0.0111947805675775,FALSE,FALSE
1226,3412,U56418_at,0.0112887568682451,FALSE,FALSE
1227,5545,L09229_s_at,0.0113311243646355,FALSE,FALSE
1228,3858,U83463_at,0.0114355350412039,FALSE,FALSE
1229,3092,U35139_at,0.0115257154178651,FALSE,FALSE
1230,5649,L38593_s_at,0.0115272353673715,FALSE,FALSE
1231,1826,M22877_at,0.0115336466696487,FALSE,FALSE
1232,3779,U79286_at,0.0115447308226794,FALSE,FALSE
1233,1992,M36205_at,0.0116894424514119,FALSE,FALSE
1234,5745,HG2261-HT2351_s_at,0.0116922744043048,FALSE,FALSE
1235,6751,HG3731-HT4001_at,0.0118473677424981,FALSE,FALSE
1236,689,D87023_cds2_at,0.0118722695206151,FALSE,FALSE
1237,5117,Z29678_at,0.0118808895826067,FALSE,FALSE
1238,2678,U07807_at,0.0119213076628677,FALSE,FALSE
1239,4406,X64330_at,0.0119244112513431,FALSE,FALSE
1240,2185,M69039_at,0.0119299125353631,FALSE,FALSE
1241,459,D49817_at,0.0119834896614277,FALSE,FALSE
1242,860,HG2662-HT2758_at,0.0119899143784677,FALSE,FALSE
1243,4954,Y07707_at,0.0120174129692883,FALSE,FALSE
1244,2697,U09117_at,0.0120499513827097,FALSE,FALSE
1245,3201,U43077_at,0.0121279541714611,FALSE,FALSE
1246,2081,M60315_at,0.0121498324035415,FALSE,FALSE
1247,399,D38535_at,0.0121762634664436,FALSE,FALSE
1248,639,D84454_at,0.012182389993177,FALSE,FALSE
1249,5897,M79463_s_at,0.012229283663103,FALSE,FALSE
1250,5703,X55448_cds1_s_at,0.0123009327623965,FALSE,FALSE
1251,819,HG2028-HT2082_at,0.0123023422984273,FALSE,FALSE
1252,6004,J05582_s_at,0.0123400699589934,FALSE,FALSE
1253,4910,X99325_at,0.0123437523391094,FALSE,FALSE
1254,5284,J04182_at,0.0123728935126721,FALSE,FALSE
1255,2235,M77235_at,0.0124290970484304,FALSE,FALSE
1256,3738,U78556_at,0.0124367089874961,FALSE,FALSE
1257,3528,U63329_at,0.012444317873687,FALSE,FALSE
1258,4538,X74330_at,0.0124803154063392,FALSE,FALSE
1259,888,HG3111-HT3287_at,0.0124827772523741,FALSE,FALSE
1260,1457,L29339_at,0.0125036806991572,FALSE,FALSE
1261,6676,Y00451_s_at,0.0125499238786781,FALSE,FALSE
1262,6912,X00088_at,0.0125815400629464,FALSE,FALSE
1263,5140,Z37986_at,0.0126246542549374,FALSE,FALSE
1264,227,D14533_at,0.0126763241886763,FALSE,FALSE
1265,5115,Z29572_at,0.0127124221978723,FALSE,FALSE
1266,880,HG2874-HT3018_at,0.0127166533274964,FALSE,FALSE
1267,124,AF000562_at,0.0127279832760498,FALSE,FALSE
1268,1156,K01383_at,0.0127367966787789,FALSE,FALSE
1269,673,D86972_at,0.0127435245006976,FALSE,FALSE
1270,2292,M85085_at,0.0127675928509517,FALSE,FALSE
1271,1193,L02867_at,0.012782831610896,FALSE,FALSE
1272,3378,U52827_at,0.01280422114252,FALSE,FALSE
1273,6208,M18391_s_at,0.0128594748177417,FALSE,FALSE
1274,1726,M14648_at,0.0128738554842742,FALSE,FALSE
1275,5210,Z79581_at,0.0129455873530615,FALSE,FALSE
1276,6924,X58401_at,0.012957059537936,FALSE,FALSE
1277,3693,U74612_at,0.0130667107671606,FALSE,FALSE
1278,3853,U83246_at,0.0130683273742856,FALSE,FALSE
1279,1079,J03474_at,0.0130896978534181,FALSE,FALSE
1280,7045,J00117_f_at,0.0131690764978083,FALSE,FALSE
1281,6586,U66711_rna1_s_at,0.013185752345002,FALSE,FALSE
1282,620,D83776_at,0.0132512047796399,FALSE,FALSE
1283,3293,U48959_at,0.0132538998571417,FALSE,FALSE
1284,6758,HG4557-HT4962_at,0.0134103460266648,FALSE,FALSE
1285,717,D87446_at,0.0134338071810182,FALSE,FALSE
1286,3566,U66052_at,0.0134679284677963,FALSE,FALSE
1287,4457,X67337_at,0.0135100004371966,FALSE,FALSE
1288,2882,U19517_at,0.0135964801189338,FALSE,FALSE
1289,5463,X55990_rna1_at,0.0137433250813752,FALSE,FALSE
1290,6127,U61734_s_at,0.0138026466237947,FALSE,FALSE
1291,2860,U18271_cds1_at,0.0138475914926496,FALSE,FALSE
1292,3194,U42359_at,0.0139293898386366,FALSE,FALSE
1293,4963,Y08134_at,0.0140155365872965,FALSE,FALSE
1294,2110,M62505_at,0.0140250822301127,FALSE,FALSE
1295,3958,U91903_at,0.0141697768557766,FALSE,FALSE
1296,1521,L37033_at,0.0141714261383642,FALSE,FALSE
1297,3954,U91327_at,0.0141731341741635,FALSE,FALSE
1298,2015,M54995_at,0.0142857407616882,FALSE,FALSE
1299,3764,U79262_at,0.0142934435368269,FALSE,FALSE
1300,1800,M21121_at,0.0143285380796881,FALSE,FALSE
1301,4785,X91103_at,0.0143851222298815,FALSE,FALSE
1302,4209,X51420_at,0.0144057434571601,FALSE,FALSE
1303,5472,X65488_at,0.014440710647347,FALSE,FALSE
1304,1852,M24902_at,0.0144440258683622,FALSE,FALSE
1305,4861,X96969_at,0.014451468890686,FALSE,FALSE
1306,6216,M19878_at,0.0144993162813416,FALSE,FALSE
1307,5776,HG2649-HT2745_s_at,0.0146569072312944,FALSE,FALSE
1308,6218,M27783_s_at,0.0146698649699681,FALSE,FALSE
1309,4055,X04145_at,0.0146810974532148,FALSE,FALSE
1310,2762,U12622_at,0.0146841093244833,FALSE,FALSE
1311,674,D86973_at,0.0147229835104283,FALSE,FALSE
1312,70,AB000466_at,0.0147467532427294,FALSE,FALSE
1313,6195,M16707_rna1_s_at,0.0147804155270152,FALSE,FALSE
1314,3741,U78678_at,0.0148037479500504,FALSE,FALSE
1315,488,D50916_at,0.0148193326966791,FALSE,FALSE
1316,436,D43948_at,0.0148196185822913,FALSE,FALSE
1317,4755,X87843_at,0.0148219298767346,FALSE,FALSE
1318,1152,J05500_at,0.0148406922869798,FALSE,FALSE
1319,3358,U51920_at,0.0148500574088031,FALSE,FALSE
1320,981,HG4167-HT4437_at,0.0148966660952232,FALSE,FALSE
1321,5292,L04282_at,0.0149044313717092,FALSE,FALSE
1322,817,HG1872-HT1907_at,0.0149295659595484,FALSE,FALSE
1323,3406,U55853_at,0.014934112724668,FALSE,FALSE
1324,2300,M86400_at,0.0149551470513355,FALSE,FALSE
1325,262,D16581_at,0.0149763976733155,FALSE,FALSE
1326,3914,U89336_cds8_at,0.0150106143291863,FALSE,FALSE
1327,257,D16294_at,0.0150505648662795,FALSE,FALSE
1328,385,D38048_at,0.0150975165221262,FALSE,FALSE
1329,6318,M55513_s_at,0.0151165551667128,FALSE,FALSE
1330,2864,U18321_at,0.0151620917491184,FALSE,FALSE
1331,4150,X14789_at,0.0151995618550537,FALSE,FALSE
1332,914,HG3400-HT3579_at,0.0152196215478521,FALSE,FALSE
1333,161,D00017_at,0.0152687599296101,FALSE,FALSE
1334,4690,X82693_at,0.0152956723378429,FALSE,FALSE
1335,203,D13633_at,0.0153075864719098,FALSE,FALSE
1336,6436,U20816_s_at,0.0153456316626918,FALSE,FALSE
1337,6101,X69962_s_at,0.0153618629527422,FALSE,FALSE
1338,6191,M16591_s_at,0.0153847713041821,FALSE,FALSE
1339,2274,M83186_at,0.0154278401860719,FALSE,FALSE
1340,4695,X83218_at,0.0154361306910552,FALSE,FALSE
1341,825,HG2188-HT2258_at,0.0154611018497549,FALSE,FALSE
1342,1830,M22976_at,0.0155024431758942,FALSE,FALSE
1343,2462,S68616_at,0.0155062188334066,FALSE,FALSE
1344,1520,L36983_at,0.015559818139583,FALSE,FALSE
1345,2210,M74491_at,0.0155917222375616,FALSE,FALSE
